SetA,SetB,SetC
33.800281761270654,59.104369445396586,24.78028764806997
37.560794758813074,50.821901348595986,25.950932938114182
55.6159657814781,54.412551187104135,27.575578846466374
35.96037434979824,51.68665199681858,35.23450657999899
63.963885546880555,41.40245851384405,56.48228058169128
46.10150015055498,63.304097586785865,49.530940671576914
27.644060835691285,60.330974423979825,25.49388092871737
44.45891232533406,68.53537617698113,43.67702768543042
61.761214928999564,64.84362366842372,22.83613716909686
51.907662873830176,43.560617180888954,84.4497364079483
33.4878806931101,54.16736663640657,47.204425547545995
55.108278717671205,62.44572570735911,60.14508953901058
59.763534454936874,43.34209055024687,17.276080639298183
53.89492217555627,65.84872815330641,25.213568112673848
44.15580955730043,42.87951192887047,78.16899757387714
58.19728651154462,42.89770011401757,14.795426249397634
45.95516497136189,60.00398642114659,66.0083437516044
68.56866665614871,49.89874035044451,121.12370620598051
75.55382540090827,66.37022154293543,54.139135027899
57.61919438854548,43.251463226887594,51.60408052633508
33.349973556433724,66.5808262683212,32.874637808056605
12.220880960781997,46.12136597520136,35.711306012917476
65.69104339983559,43.312325035285376,61.82844442486367
40.675906959251655,69.54258646736776,53.01467780205332
31.77222207857895,59.57291917588698,88.60464942572362
57.629356236603265,47.41190854780945,75.03822872409329
46.10122790707115,68.06472329195493,29.933857944798213
47.52886590289858,64.92001353876542,84.09900886220166
77.15861146292956,57.48922010165086,39.584184060154676
38.673752996111006,42.36305512013343,14.163707971758006
19.133694762026114,58.1613204428659,102.03006952399409
13.233379398568161,65.48772003463432,105.52456791981822
50.892184522246374,63.307255149494836,46.69371529257262
43.280429402821596,57.761334574925485,56.55588028724665
44.95580348258737,68.66898960596639,11.292455661506029
56.46229227666636,68.84602427748422,24.08789540951794
45.541993950733975,57.85814672599474,18.083413119522195
54.021555770662104,46.76731204036007,67.9600410865225
46.27958673407828,56.74019944607277,72.26423824668036
64.92393932351906,65.174973668803,64.80801360384183
43.93319271684507,61.31170375920071,45.5164702857543
55.9189934248412,50.976905130664136,38.80308625011247
75.05395218798478,45.68469822630412,142.82280703644346
23.767474899362163,60.241894549695274,29.009932250222676
52.756659048523986,65.89375235748699,105.10964873223924
27.752404060553566,51.62668379960097,11.660815340178152
49.298031814053765,51.76450041787993,62.60289093686389
19.67653346850548,52.17751135580113,78.74375032581437
20.678719934915822,56.05858845151114,113.56838312402272
15.985136913771441,53.61729125749277,94.8672764524855
41.88761857283362,42.741435186816275,41.105782363889205
55.06477562071216,68.34820250422813,68.28039949342897
65.30020616631205,44.98317935655291,126.0410585250226
34.285366699228305,45.39494078482856,47.973164706875096
28.692037972005245,62.07125849888715,91.85945717735092
63.16805097659519,64.95449320213483,26.503624343678887
57.0517619066619,40.5141083278557,42.86925320718136
45.78307958699052,60.66220680630123,83.27509040655521
58.96413295513297,55.492005214409474,47.293333303562065
41.94951519765143,49.68929800952307,45.17159938652277
28.708302754853186,67.87788178380436,75.08656719850413
28.39880478214264,59.30179221811904,97.32004445114029
29.691416717505675,57.59845228078614,49.82983970062055
69.87188699056804,64.11520359862683,59.63880470144389
73.5924449934682,41.17534470052901,57.745441293303976
60.60663080288633,69.48994978491713,75.96231846829811
42.13919662958845,40.66535860525053,117.19518964276362
50.51715083090435,44.124063827041724,47.208500119031775
63.717299312582,51.9664323278331,59.015754923758124
28.632671516964297,48.92814415670992,13.811852461872082
79.60316074486977,51.46057288345247,49.460233381223134
45.36210198308577,61.11111446607123,47.33069253305702
62.87511477416642,66.83707999224251,131.04598631758586
60.68688722405187,40.55159490392226,63.14790182897323
65.31721338469941,68.68216790688996,73.79191975981763
76.00544071015497,61.70321537887453,73.49587024421066
55.8846286857176,50.068813732323946,12.187477976083532
58.220039794086034,61.044981525934176,68.79839664204749
48.05627605044588,66.60273552527556,33.62083715392049
32.33717552255209,46.38207033035154,49.36357491407338
36.74102788704749,65.06621090458822,38.60861335578124
64.2129593639009,63.55321597237751,15.814091000872088
53.11362629106277,52.22131107601251,45.17307737365719
64.6177463196481,67.01545977825359,54.88502118794939
27.979642667303818,54.96999859402923,42.239170098053435
30.84610243303204,40.169487181678186,55.89855039891717
27.55950412304632,59.157630124578176,9.005285977376191
55.024862863520916,53.88833813997882,93.73530402948202
27.81870851945703,62.056040533064376,23.075177236581762
64.08065679915606,40.17793317220113,9.395294080087277
46.25964631377211,60.85338734472179,61.61491765971677
59.83704765366676,67.74584757887605,21.27334323924064
64.27884640994809,48.97012875879581,91.20637551875379
41.08697260137147,45.1234118520436,85.82859108054863
41.10211600097859,49.68697445053213,23.298019812841435
65.60639882121397,42.35487079244986,48.044635179945
61.0209926020719,42.16858005470519,168.30211304661452
49.27172269248531,44.97555990417394,44.23769578523992
37.674744597296936,48.85302290224375,37.09362067602591
45.11026866772952,49.823511471712166,43.28300480717676
39.724894689039225,49.44506234303816,173.86846308682487
53.515397149282464,60.29837319705224,55.53492895813357
58.279915851147535,44.740195858331106,114.09004752432183
52.21088019034983,61.66673881098425,48.71302635243504
69.24974035030465,49.35800324257279,81.53876378784062
49.06698866752014,66.06913791571313,31.986682325286992
69.92339229031074,51.88319671193958,100.84899136657704
64.54542569283744,60.911804271448304,67.85049885118092
13.153879351339356,62.70735992765488,45.42111451761233
37.325945330779334,53.7830874242692,99.65944552585258
53.23487418345497,41.59017488918141,69.72551472389
31.950402693021847,60.981324400871785,22.734329999566786
57.902390114063856,61.96172912962162,62.75349002651659
63.56899943585828,68.67276385787167,61.59082920662613
65.66534244231435,40.918679349072065,49.9027045113654
40.115800026049975,52.69123727894868,52.4516688395118
56.8238810141004,62.52158255127188,112.19094043510796
69.47734289656819,49.9459568763758,28.742582380627873
33.61527023241787,68.24538548657603,188.7377426706808
32.67553988566554,50.13134702620812,54.07732493225482
48.64200618758147,68.75997595771935,81.64048247272098
44.30173029216393,51.79003297643658,31.323981430201687
19.477044636638716,61.87857891660012,75.9372149871647
31.06760151154257,61.027507119974544,43.77844128986162
48.676328057811325,68.20510393063373,30.926012058709933
44.326935143681546,69.66121082920709,63.26127932247655
59.15075856259613,47.98404947460736,32.02542434360002
37.37853071863212,52.59317226289935,40.00788925789571
91.35049673942919,62.013356785371656,43.32750406473862
57.538977018317155,48.423408693154194,43.33432045961442
53.526343298582866,61.408020718218324,68.04376508299964
39.32893695291733,60.1866022724058,14.88324262378891
53.324882315748376,46.91772282845875,93.61244561805111
61.11073314916699,44.45660882556888,38.00678046506545
67.08997878735275,45.061520751200156,121.40043920939407
57.22456379380482,62.87472618326974,58.06226096499954
50.520980172746654,60.806159360267486,98.84972532748166
48.58714887395424,63.27024155189525,38.01911210241823
52.13343828007114,46.7890178508727,43.71646112318261
73.18832150656453,46.93170805296595,27.150629068524594
70.3524657524513,63.80876033851011,71.31994463728775
54.93083197780975,61.11982533153939,59.325843190040544
43.70659026736307,49.394425496481325,191.04369410249006
46.60803114483316,43.39536371981598,24.659400667573124
42.495545924371086,45.23633391083887,129.21683519174084
40.457778179811086,49.99744065867341,211.38374140266305
41.55150928728174,68.42957612009675,46.927013740945476
35.62794139692661,52.66415435922253,53.4568268480068
81.9303255167818,45.674437251032266,128.33629737235765
66.42902209478574,65.89409355131703,27.096985295704368
65.7829191960482,53.451310672202965,122.58513425396887
47.84214121392572,41.14299603281287,52.953483752654655
45.217896884572525,62.40159159521511,30.124649378854276
38.31447079250628,57.385162017828065,57.99577158089193
69.70789680103584,46.2204583741523,123.49592781088819
21.428252930119886,68.87701234956685,23.236072114391458
43.71446015988524,69.68132983394214,58.75207235462227
7.997862778057673,48.32970172984346,30.506286947617998
58.35750771401852,57.22658290262113,79.07892356236383
84.94019535686343,41.0277449127268,20.226106607967264
38.2543914954884,64.71804095795552,28.866037970780386
64.68325371807938,65.994798913653,97.14091382083919
41.09059428691934,58.80074690788864,232.44248697342059
40.69960978490078,48.1697970483181,42.423193364425735
55.511883988883625,67.70594647435792,54.77333214310592
63.7703636127574,49.11337831604504,143.37635957436478
40.788044729038745,45.18718414322157,47.367007332797684
42.71547566296175,47.17384199559372,13.002727250217808
60.39281848287741,64.33150426013904,24.877036036868123
41.462284232087185,45.67400726784555,66.855997435392
46.02551737657724,63.067137946481424,140.8744127411794
43.608943845043484,62.960624600738406,62.08958871500157
40.09028007306027,42.680400306543085,54.96309109312399
50.0123776135274,50.195475501904255,67.05386599623645
46.16179881414095,53.795634401090595,47.63062733300252
57.033182295207915,62.742299633394666,79.22682023812152
66.87646710054258,56.38414658554466,28.973568372734306
45.30862497159068,69.96785767138478,48.773071165059534
57.39763253518608,57.291185784737976,24.21543068563971
62.682412550424885,66.57740263170415,54.5254527190771
57.00498674723427,61.41764609305601,13.464181873983447
50.76766419573792,44.046122153965825,75.73408443590253
45.241874959512806,65.61321079149883,132.94330521474907
57.77330693496788,43.25826080243318,38.211544028009754
74.44813586615737,58.006980419521284,75.14825248173763
35.15270051198218,66.9682961149103,16.83885080664878
47.693597414623426,64.74929095866253,28.436577937061752
37.72731578384179,66.27311461311707,2.658887767187246
46.25598991631128,62.411336014960426,22.750929400017807
39.92507197542277,51.44945898331679,47.83628098011412
36.21303007416209,46.316406322284564,83.57101522535626
48.18560960992481,53.31289895036796,18.900367583416337
75.73617842637356,53.23933561174716,52.45719781532475
51.41216519869668,53.99335536256021,30.53587124071627
44.0853172587709,47.527462560835886,101.88724747331322
39.782294556017014,69.79606286912147,70.77464490575282
47.960430394783785,55.40348582038599,67.38823829425019
67.92691578867452,68.8756107647453,114.92781454779775
27.043153667939944,48.86628681178946,35.81416479735041
46.68509443920844,61.20110514038345,37.644042112263655
50.82874823806437,57.05390509771192,81.0028958991308
51.88958532897978,63.61310725940017,49.132933522142004
44.91797906819512,59.139566597370205,40.25197760894325
48.58700993655015,66.89075460628271,71.04523790182708
76.8051401197691,61.56186148005473,15.167742269514363
31.725997943604415,51.58981837378301,24.41919512209919
74.64390566434598,41.324418832206504,57.0509741660598
52.7666803942671,68.86272485176303,39.6840174110518
16.500819161527303,45.73220904112904,108.54904892130777
44.200288157625884,60.59813642058933,69.31290416594089
56.214083252676765,58.52816367188778,73.31360351038457
45.82958225282782,57.25247132011364,116.35496586217968
73.712539443022,52.78648319010972,51.46407045129875
37.935940621838206,46.75069117470433,26.973198654257267
28.165347719046718,53.121579419471736,46.0761555800352
77.23133550023823,55.3289028964798,41.40975674837718
80.4137161835351,62.95477431297222,67.76038807006076
92.60039836642233,49.90021638711033,43.045540141379455
54.70252102596213,51.920620499543,39.07221544521895
73.07235261387709,63.55047274885655,43.59144852117609
42.44747096274774,59.36406081581974,8.291896812834203
36.6661021067769,59.41999219194959,19.456163715559786
61.88723125703615,59.73922392005571,75.50463254888422
27.299987986546387,52.06468739528181,45.73409954918441
86.30554581967651,66.6321987834992,24.447097838765842
62.69836865041353,56.794147345916045,85.36480236857159
72.8748750809164,48.86723158198666,37.61898159209472
59.58190714907446,65.73076621637404,36.5377365977864
67.19476511887888,60.96693857392982,40.84092459527785
69.8036011046291,41.30735876054352,15.329479697408095
49.71037730890645,62.777240663739704,42.226131058447685
46.781155930390135,41.068761544005206,46.924817302369874
47.87043231744046,48.704379741683645,55.05606921005756
42.79363035160151,66.13129972491313,28.067347019783803
57.70351732515916,63.881581372501884,75.58561920997116
60.50175240801992,49.12124477362962,126.93834509479007
69.5156037414877,47.13292656659338,37.341117070486874
50.5966508825297,55.26958559796523,48.91428245543558
56.71761475851208,64.39090112644021,45.25428210663251
58.512001051741876,66.70519257364657,130.7425174764265
38.59894832235299,46.74073143737075,81.44753538990565
48.063868489845525,65.56305817351077,45.40135967616955
51.383236306964086,55.42256404620671,58.20644122110093
35.23343706205222,46.929711431108586,69.80775775190573
39.44805127109877,55.111898754573986,96.78169895158507
36.71491704576053,67.63550892010804,76.8305269622484
31.740980174530115,42.92814436873021,85.55494224905328
58.46340082945406,67.41462433987641,10.658901273884238
53.99459185798408,59.88840962081233,63.24426910426158
49.84447769946233,49.48076786798515,65.04503135831713
58.91998752643151,52.415338568146396,119.38206606686236
44.969681054315075,45.0864200011566,69.53222785174168
61.73957235834154,52.044919529745854,39.53454401484081
49.902207777720605,43.28136186202213,78.19502394744873
59.08941444721065,52.95653629985965,73.38987547891064
63.04819960163455,59.11745180856991,59.273731283243634
69.94755558104097,40.952653230280696,105.33739427278199
23.141812631488435,40.49788002429804,99.66953754484254
41.454540682158154,57.35162145742679,23.254250318891398
56.858978169208854,57.37571377505259,23.039256367221434
42.94806651602959,59.73139876037669,33.811894612397566
37.333739679197,44.80667735810593,41.97638516417793
26.061084718331795,46.498359544410924,52.82857689276172
33.92494659654174,49.13602661240166,57.888379288998934
46.720065089015606,65.14652022811245,49.88280165725009
63.18268757729632,56.8062848929855,76.7692418462599
43.535559889286056,40.609525298769505,71.52457743919852
36.69004922778787,51.525776543038575,50.170443352359484
31.87446803008196,61.64672230370937,39.67538924218974
49.26548093638719,57.89914353061586,24.00170614210555
43.64161391484839,66.18955232662685,10.389109097882613
69.18681152264726,69.09471553254491,35.812950749090234
44.70063048556489,60.97615796726646,60.70602222503269
36.26926325583486,67.85400277237383,203.99190441457776
35.67964545852228,55.91063028120233,71.86958289959321
36.15659502466137,40.22910583791524,38.33513318898469
43.800724854552804,62.60706773014593,92.03584285699698
34.81116546118074,62.35092328939275,19.739321182632214
32.34837195895503,67.37640324756234,27.790385511106336
34.360082677634345,40.42620596949379,37.322741621020256
45.33554723977683,58.4636594137976,44.586356654276365
78.33704202337016,59.648837325269504,92.6227329587768
65.46959101432655,53.14455503210494,75.4413645532364
77.30208364241187,68.85962618973628,29.08274692965199
32.55874005279463,52.31723837826591,117.82510345124409
42.486613067397,43.48112825914548,25.173270419743055
35.78344492738878,57.92384538134516,116.11079500261611
40.07384769784646,45.55910601369611,59.467688112083906
23.49064848658513,46.57048134618205,24.390949136618858
63.52460902526512,57.294916806384876,21.968348478888068
68.95936103604079,60.299998888299406,45.09902641448491
47.578908716418724,42.03165272833758,77.91450746081841
55.42181467761993,50.340438756644765,90.8089377623427
4.178922781048961,47.09469912863867,16.467375454949533
65.66285328161734,55.965877454223396,99.75788862120498
48.50086117452328,63.35214445963662,59.45169040776311
74.68820936768115,65.0708748969445,90.63856681289714
66.29628476651376,65.16715257668392,55.34986570754009
64.51502035638948,51.30398066415076,149.42923176543
57.022388458729466,50.8208820661932,40.198364490615646
41.18026294787378,62.86616504935758,84.72789757004058
43.07279169275662,41.365076071514494,41.57241386154281
58.225647552574074,62.64898974429973,77.73809682290099
48.32190782522999,47.63721746628998,45.27538036667777
25.090344338839945,54.4865388206164,55.70406203275664
62.2851404183208,59.31534537597753,16.613794004303433
54.36642484235792,45.35822722003022,135.59727033912023
65.75696893657444,69.77107312334428,39.087414473012586
52.96139514610689,47.00827608579793,18.419611221047848
80.41489804421474,45.175187026424695,50.22028121935304
44.92207343598041,69.81434046898511,38.148245953469974
33.43623660091184,46.79466708860559,45.93491569815862
63.63542524167691,40.932487007768714,60.58342589511702
49.39006262470548,41.28680306791803,59.29371111800183
21.99778194638442,68.52276926885706,37.24483474300092
59.608697287858774,49.66323876944361,69.35877953370736
35.43243899065144,40.30646315128084,54.11114896930173
39.623331537735815,44.17560889837087,25.44730105345976
76.21520380435092,57.7122856439357,37.88956465366438
39.75019863175572,53.03078349590818,26.43636372359513
53.480226621922256,48.18801882590279,11.409083529028017
62.381419530910264,54.07174734227199,66.2219426698808
77.21051863090656,46.20121696548454,21.544002687548897
58.33869650455512,62.9814684155485,115.08901307151349
57.91049176234492,56.93817164348454,57.91474690367313
69.14506703456514,67.14645241722322,42.41785030447433
43.741853002843385,42.42654121403208,51.50034117218914
46.506773864489745,47.64971028494657,75.4941455872037
28.674137440789487,64.17548705732128,87.5742264174388
42.825351026120195,51.655775334102685,51.30721157573818
49.71545314911612,53.31459303987393,35.426772033346914
30.80856924176547,69.49747238994456,103.94865283837507
48.82653163705674,53.39837245083305,52.37353683464407
57.24172847699517,40.73793855136225,126.73748866807323
58.15844820965155,45.063997406812824,49.070970181354205
28.709723554416648,46.86603000567241,24.213979796876963
48.88297405057764,54.288488747009616,38.549907764928825
60.35955820147397,55.92304731238549,40.47052869291402
38.45695779527054,63.55883408534578,38.47168784820962
65.87628299014887,57.297871020413666,71.64499992506067
61.49378931625487,65.07291587296511,119.80826172424702
56.072360446839326,57.9098437109631,39.436737500442874
55.991831741796155,50.71840358092405,55.56523173527428
33.054763270079384,69.07689729533746,18.059882277385178
52.37380064966358,41.413006261366945,65.39147155355431
51.317613882562576,69.54117262603133,39.922691063128894
63.93424792970391,52.16690317316742,30.484984095711116
57.2362505561574,55.249114516521445,23.680566853502384
53.4181977890364,41.587309252853125,30.180179727502292
59.36322104182401,43.427931443289204,22.55766273495651
51.32865845861566,44.38725842703667,32.74605745837898
53.972083403137894,61.80387777530064,70.47155705455454
16.27307537782253,53.787510755334004,136.2047686436656
44.63602761914532,48.09923554806616,177.1677616124202
57.89682250153854,62.72630962654796,50.79289853368301
57.3932807404274,52.44836785544182,123.59552009307473
73.73846856478872,52.07771079719433,74.91737906962939
75.39826906113001,61.64168746137388,61.391569621539375
32.65243646743076,58.57364335700059,8.52671284002233
65.30777536611755,66.50887532368795,47.04065436878645
36.53011030907299,46.54811342143779,64.56470849973155
36.7383808133714,66.13793326953102,46.309704435535394
52.1307367884235,53.091338944019284,6.369931792282903
64.16988135162187,57.70829790419336,61.03895588864855
61.145258688423596,41.285593090987355,89.33677113423569
53.90069545161977,56.971048934559654,60.89027625295046
48.39024412167518,54.176973031835345,53.57279179607961
67.23070535847503,58.99598312881308,52.44975597472126
45.327321715146184,51.8720887042129,67.92535795083809
71.92672225414852,47.97586821916282,52.22031701843321
45.414324147687864,65.98988177470353,44.3348161528442
54.14121200565179,51.8268898421166,49.62951159455554
46.87285634025489,50.46617713772941,44.40881683674427
30.180224564347338,69.86237853097268,50.61154288656809
45.579916851146706,51.831836670829645,32.4576081178395
80.2555507932694,59.127720870206716,84.19940495366828
66.65210794579085,60.90273549697016,23.660364555808144
32.84235423520379,57.6803213901283,55.64800093696972
62.852714110507236,41.981449893630455,17.242861879525943
28.56966320222446,48.36778810654619,51.667022080720095
34.82438219017698,40.069582920976586,188.99908826263683
42.96501681778548,67.80522719641684,72.10471604083418
32.10723630499386,69.5965720538103,65.82546710071239
15.924614569918909,48.072964092904385,72.7210378025479
12.821272449185585,48.06548654486239,79.09009566662506
53.45622971741904,65.47464447521898,39.99994998543247
66.22676663952892,57.43246503827336,17.52131179357862
53.27133030001021,61.12301318322779,172.2517422510262
46.5619518033456,60.30516261452071,63.92596316845156
59.73571093015276,51.09380488696798,33.767015005910096
33.13696945301719,47.13841176113233,35.69911769327311
16.12362069655164,54.17909550416844,11.383606395785225
68.14481028755256,58.67170711311051,26.331800915391675
48.10790931903686,53.89944174814796,67.15545779215488
43.808423169440616,68.68167742484198,85.5016480034878
73.21555119585166,58.41030550673601,75.60921110413406
24.51686504202585,48.34268838840801,33.880656605089314
33.41675857304729,51.13759706871535,81.41142465120281
57.118345649901784,64.8706150271799,30.176006602896276
40.188728953651946,57.816366995250334,31.60994310317551
48.96755925013605,54.55537300716257,54.566846195590024
30.06998134194473,48.601605208474886,193.919258771383
28.513504131487142,40.787561610671396,37.681608065961996
34.41533734502361,69.10333453409157,75.63482740505884
68.38695953512658,52.42704138776254,75.23841852704884
62.451650328044295,46.580974887213245,37.066981815126056
80.27759299476045,51.19837230571069,102.88813079582646
48.054976792961526,65.76244675799445,26.368425626015153
58.296735472619346,67.19565199075612,53.75358496189251
40.86244536199658,53.894294866227426,75.39214671643936
20.310385923244976,49.15855419696823,44.198030726872524
57.042761934153425,63.6503108257902,79.77655838618267
63.76913065276356,66.85143431626872,53.55193617935634
40.951645789199844,67.63465063100891,27.800902746572458
42.47465838125939,62.73668497989233,56.92824524193029
52.82138802940473,62.34839002297318,123.22169059212993
48.02217513149687,44.521955840533785,145.45099273018096
46.82570551701417,50.43934030334027,40.96775707498489
45.395132482710935,53.11710125557126,41.9880749450962
56.35714045958906,62.12119665099661,121.3889274103764
62.530832872454795,51.081342930851996,21.960509337768084
42.931882103054626,50.99371854826699,29.584328267604995
32.496827622990196,43.58499762934271,8.979356544594285
35.83503108475252,62.923392847574625,78.1871260860713
50.62802970601267,59.35610249505218,42.72314182438775
18.35676278107857,64.1311010668567,40.48882733975523
46.75195636509594,42.35859058047316,27.310798450394653
47.179696487702415,56.622636614496116,107.8531648233135
59.68729884681881,67.29605299038077,45.59400497319339
55.606116719271185,51.190413757488685,58.76042152007075
33.6462573170884,68.60871767281814,64.5900407179967
70.75698219466157,40.25778384547178,90.54948112361686
35.65324207754115,63.4712700219828,29.159244755470493
67.4037274951184,62.87979461963745,16.738362175003555
59.15785679970392,66.10497983852439,56.04816322436549
38.416246839739784,46.955379870875745,21.797934828686557
28.035822261047723,46.98118515535876,23.153191601462243
36.33113536165417,68.45744378278002,56.607025286698985
36.47530376938447,62.421390734919456,43.40137433072877
58.49000707258223,43.02281139163648,65.17886785448636
59.29876562720729,55.6452897102235,115.93466255203705
45.47022357685397,64.02219171581805,83.73934737902607
55.130820362033326,65.08886973359667,86.05248440732744
52.94986723333999,60.0842549700687,83.56922582037711
59.37672933453419,60.54108565839458,94.64684234168845
52.73078535470448,60.02373838205355,32.655593653286
45.106159050015776,62.162703399228846,54.0061402131343
42.661519755935494,61.81292624372507,61.77256530667574
32.61890206029791,41.454689874557836,97.21148301948865
42.56925381113827,59.21084135986423,36.777240284545385
41.735794527599595,42.2965127764095,60.07037930535987
85.74345973592048,52.29811156547102,42.846581245756774
55.956363651633886,67.3443177431609,75.68119011386075
45.665855327859234,48.13127333010003,34.973071593061995
77.6936119624627,69.35827055913539,103.60624753935356
31.284043498187113,56.4264888954052,68.54840327890231
10.406485094817967,42.9006658623444,175.4833594295438
63.730685024403854,58.14521689345213,88.4201173952994
63.75274857717086,40.04539003006104,52.26651337670915
45.97013926960953,66.49725349082073,53.30283279273615
46.620968267740004,50.42998382892317,106.4119101886291
53.331494329653935,55.31862299655442,22.64507845272224
75.47354882978273,62.51347851087376,16.195861241250583
51.85146334617688,65.24281273771896,56.777921985945724
76.78516841080818,67.3296534466467,113.79026801559081
50.68901782441368,44.1238796809271,9.89098947671308
39.89038821027541,47.53432272026555,43.55265216316283
72.38770090025807,49.77511205984063,28.941403474552132
29.565861708423114,60.57277388697058,58.14046604862257
35.94084164838482,56.78861338501347,25.097833483626857
60.80452166799711,67.08891513720232,91.51402193654852
43.963523300870435,57.583595435734956,71.52889524628344
53.30231376354811,50.29849810794401,104.19992784552565
68.20053399293616,49.830764838616034,17.30526270110633
54.03630352481746,42.92445477079783,84.61537876055547
34.54000820337104,44.677202867691676,57.93948185168009
51.108706614425195,50.5597540153763,31.752879037103522
67.06351602531078,53.44836871540907,45.74378494153684
48.01736210710066,56.516372699937065,54.54176272397724
46.49784541701361,53.760882613396134,43.59649371221529
63.2747280830559,51.203848897842555,59.59718591233845
64.16825712572762,62.264483656977916,16.386530270575648
83.19112773265225,55.06298264302242,128.4169387213902
43.59837097803695,40.892972673989,45.5270654791856
49.66542537073491,64.80030251866827,19.69092803461024
64.88631351271793,53.68858988534521,154.6628426319872
53.91325492820228,49.99122604634588,10.985846154710636
65.53938693397905,53.98017506142621,13.685983529666805
57.5082228511319,45.40716820959797,21.08797463150298
45.89270726116447,63.27702603303125,9.789361475952024
25.131559340662232,61.25060463380157,16.77996707636958
30.060979680364877,48.68802075709033,57.5130933394728
49.067450025318664,47.34595088450817,80.69928380589724
41.514993518587964,50.87009032079288,42.36430130701429
49.24746061565058,64.7451520413773,75.16905729613966
42.83508600003362,44.78582571482664,40.01920855656114
37.658549462004245,55.69141083481995,20.649930528164514
68.46534394960003,43.889501774616875,83.17665537210166
29.488497296701855,42.40110905748058,109.04131497653837
62.900346436624865,54.075440786936525,99.80468028191228
28.769155495394276,64.56553955582514,112.03208204710991
34.08673949869401,63.285636924011,82.66944789609035
28.550323979750697,42.373872189382034,83.42970738640139
45.65740124732897,40.11676055218045,35.4404449018227
57.020332018188924,46.4409338001023,18.141024621138612
76.65573566276323,41.52493040595123,44.950827965438584
37.4718009784214,49.84418317354877,99.43439910131937
25.285074440159946,58.836558323787045,45.11750361725895
53.01978536681943,46.08238135000379,107.02242024514999
36.80363040684468,50.34232997803657,39.88834297645941
54.59795803167118,64.04406672302588,10.319926149744521
40.73888687211084,41.48943040698826,74.53709053103454
38.93277880555467,41.08251838097595,41.61013216640082
31.261806743098195,55.80786324424159,24.516048479333644
60.30753625230935,48.2105564580056,70.68086544697526
47.26645255512269,49.552400664859746,88.48630409567298
67.42122004317442,53.31441147730683,104.6568719095569
